Month,Day,Hour,PV-1 Solar Power,PV-2 Solar Power,PV-3 Solar Power,Turbine-1 Power,Turbine-2 Power,Turbine-3 Power
1,1,0,0.0,0.0,0.0,2800.0,5614.303506012198,4200.0
1,1,1,0.0,0.0,0.0,2800.0,3928.035620383037,3801.324793919068
1,1,2,0.0,0.0,0.0,2800.0,5700.675903358588,4200.0
1,1,3,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,4,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,5,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,6,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,7,12.404718999999998,9.545020000000001,8.114365,2800.0,6600.0,4200.0
1,1,8,184.279695,141.36514499999998,120.543861,2800.0,6600.0,4200.0
1,1,9,326.202782,251.181898,213.380767,2800.0,6600.0,4200.0
1,1,10,420.51896999999997,324.65686800000003,275.076319,2800.0,6600.0,4200.0
1,1,11,478.834745,370.17912800000005,313.222728,2800.0,6600.0,4200.0
1,1,12,498.11837199999997,385.13492599999995,325.83683,2800.0,6600.0,4200.0
1,1,13,473.504586,365.673786,309.736082,2800.0,6600.0,4200.0
1,1,14,413.338884,318.583816,270.379571,2800.0,6600.0,4200.0
1,1,15,313.833006,241.274515,205.28926,2800.0,6600.0,4200.0
1,1,16,173.07622700000002,132.73640799999998,113.215276,2800.0,6600.0,4200.0
1,1,17,14.420092,11.103018,9.432692,2800.0,6600.0,4200.0
1,1,18,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,19,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,20,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,21,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,22,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,1,23,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,2,0,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,2,1,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,2,2,0.0,0.0,0.0,2800.0,6600.0,4200.0
1,2,3,0.0,0.0,0.0,2800.0,5787.929644089762,4200.0
1,2,4,0.0,0.0,0.0,2597.435303258585,3170.098204764415,3067.83697235266
1,2,5,0.0,0.0,0.0,1082.3203053763452,1320.942104986878,1278.3310693421402
1,2,6,0.0,0.0,0.0,905.1368564268978,1104.694588552513,1069.0592792443674
1,2,7,6.746409,5.2021109999999995,4.413064,2800.0,3728.344236364732,3608.075067449741
1,2,8,166.08009099999998,127.20715200000001,108.638856,2800.0,6600.0,4200.0
1,2,9,310.88009999999997,238.884966,203.357659,2800.0,6600.0,4200.0
1,2,10,391.800864,301.87960200000003,256.290791,2800.0,6600.0,4200.0
1,2,11,452.490341,349.440361,295.98992200000004,2800.0,6600.0,4200.0
1,2,12,472.805901,365.364781,309.279048,2800.0,6600.0,4200.0
1,2,13,453.670463,350.311942,296.76188199999996,2800.0,6600.0,4200.0
1,2,14,393.913478,303.65340999999995,257.672726,2800.0,6600.0,4200.0
1,2,15,295.843792,227.48171299999998,193.52187899999998,2800.0,6600.0,4200.0
1,2,16,161.543404,123.93544899999999,105.671249,2800.0,6600.0,4200.0
1,2,17,12.213062,9.412083,7.988995,2800.0,6600.0,4200.0
